student_id,record_date,record_type,location,amount,frequency,access_time,weekday
S000137,2025-11-03,consumption,食堂三楼,24.76,2.0,2025-11-03 15:43:00,0
S000137,2025-11-15,consumption,开水房,4.81,1.0,2025-11-15 17:24:00,5
S000137,2025-11-28,consumption,食堂一楼,28.89,3.0,2025-11-28 11:04:00,4
S000138,2025-09-07,access,宿舍楼,0.0,1.0,2025-09-07 06:11:00,6
S000138,2025-09-19,access,图书馆,0.0,1.0,2025-09-19 09:16:00,4
S000138,2025-10-17,access,宿舍楼,0.0,1.0,2025-10-17 12:38:00,4
S000138,2025-10-19,consumption,食堂三楼,37.14,1.0,2025-10-19 15:39:00,6
S000138,2025-10-22,consumption,快递点,2.41,2.0,2025-10-22 14:48:00,2
S000138,2025-10-31,consumption,校园超市,16.86,1.5,2025-10-31 22:17:00,4
S000138,2025-11-02,consumption,开水房,4.74,1.0,2025-11-02 09:47:00,6
S000138,2025-11-03,access,图书馆,0.0,1.0,2025-11-03 12:42:00,0
S000138,2025-11-14,consumption,快递点,4.05,3.0,2025-11-14 18:22:00,4
S000138,2025-11-19,consumption,食堂一楼,8.12,3.0,2025-11-19 22:49:00,2
S000139,2025-09-05,consumption,开水房,4.37,2.0,2025-09-05 11:31:00,4
S000139,2025-09-08,consumption,校园超市,6.15,3.0,2025-09-08 18:39:00,0
S000139,2025-10-26,consumption,开水房,2.25,2.5,2025-10-26 21:42:00,6
S000139,2025-10-28,consumption,校园超市,37.21,2.0,2025-10-28 20:02:00,1
S000139,2025-11-03,consumption,食堂三楼,27.6,3.0,2025-11-03 16:51:00,0
S000139,2025-11-09,consumption,快递点,0.64,2.0,2025-11-09 09:24:00,6
S000139,2025-11-10,consumption,浴室,2.61,3.0,2025-11-10 11:32:00,0
S000139,2025-11-15,consumption,快递点,2.15,3.0,2025-11-15 06:48:00,5
S000139,2025-11-20,consumption,食堂一楼,29.06,2.0,2025-11-20 17:22:00,3
S000139,2025-11-26,consumption,食堂三楼,43.46,2.0,2025-11-26 07:01:00,2
S000140,2025-09-07,consumption,浴室,2.31,1.0,2025-09-07 08:45:00,6
S000140,2025-09-10,access,图书馆,0.0,1.0,2025-09-10 12:16:00,2
S000140,2025-09-11,access,图书馆,0.0,1.0,2025-09-11 21:19:00,3
S000140,2025-09-15,consumption,食堂一楼,19.93,3.0,2025-09-15 16:02:00,0
S000140,2025-10-23,consumption,开水房,1.6,1.0,2025-10-23 15:37:00,3
S000140,2025-10-24,consumption,开水房,2.61,1.0,2025-10-24 16:24:00,4
S000140,2025-10-29,consumption,校园超市,33.32,3.0,2025-10-29 22:57:00,2
S000140,2025-11-13,consumption,浴室,0.94,2.0,2025-11-13 09:44:00,3
S000140,2025-11-18,consumption,校园超市,23.23,1.0,2025-11-18 21:40:00,1
S000140,2025-11-26,consumption,校园超市,3.855,3.0,2025-11-26 16:10:00,2
S000141,2025-09-26,consumption,食堂三楼,37.16,3.0,2025-09-26 22:29:00,4
S000141,2025-09-26,consumption,食堂二楼,25.43,1.0,2025-09-26 10:47:00,4
S000141,2025-10-09,consumption,食堂三楼,22.465,2.0,2025-10-09 23:20:00,3
S000141,2025-11-07,consumption,食堂二楼,19.5,2.0,2025-11-07 08:41:00,4
S000141,2025-11-14,consumption,食堂三楼,27.77,2.0,2025-11-14 08:36:00,4
S000141,2025-11-21,consumption,浴室,4.34,2.0,2025-11-21 07:33:00,4
S000141,2025-11-24,access,宿舍楼,0.0,1.0,2025-11-24 14:59:00,0
S000141,2025-11-25,access,图书馆,0.0,1.0,2025-11-25 08:40:00,1
S000141,2025-11-27,access,宿舍楼,0.0,1.0,2025-11-27 19:20:00,3
S000141,2025-11-30,consumption,食堂二楼,15.99,3.0,2025-11-30 21:13:00,6
S000142,2025-09-09,consumption,快递点,2.36,1.0,2025-09-09 11:16:00,1
S000142,2025-09-11,consumption,食堂三楼,28.99,1.0,2025-09-11 19:57:00,3
S000142,2025-09-15,consumption,浴室,4.7,3.0,2025-09-15 22:16:00,0
S000142,2025-09-18,consumption,快递点,4.12,3.0,2025-09-18 23:11:00,3
S000142,2025-09-25,consumption,快递点,4.22,2.0,2025-09-25 21:35:00,3
S000142,2025-10-17,consumption,食堂一楼,41.21,2.0,2025-10-17 10:15:00,4
S000142,2025-10-26,consumption,食堂一楼,20.605,1.0,2025-10-26 11:17:00,6
S000142,2025-11-03,access,图书馆,0.0,1.0,2025-11-03 17:07:00,0
S000142,2025-11-22,access,宿舍楼,0.0,1.0,2025-11-22 06:03:00,5
S000142,2025-11-27,consumption,校园超市,13.71,1.0,2025-11-27 09:09:00,3
S000143,2025-10-01,access,宿舍楼,0.0,1.0,2025-10-01 06:58:00,2
S000143,2025-10-11,consumption,浴室,3.82,3.0,2025-10-11 13:59:00,5
S000143,2025-10-18,access,图书馆,1.91,1.0,2025-10-18 18:57:00,5
S000143,2025-10-21,access,宿舍楼,0.0,1.0,2025-10-21 15:05:00,1
S000143,2025-10-25,consumption,食堂一楼,19.01,1.0,2025-10-25 12:17:00,5
S000143,2025-10-27,consumption,快递点,3.15,2.0,2025-10-27 23:23:00,0
S000143,2025-10-31,consumption,食堂三楼,3.9799999999999995,1.0,2025-10-31 17:30:00,4
S000143,2025-11-10,consumption,开水房,4.81,2.0,2025-11-10 09:34:00,0
S000143,2025-11-17,consumption,开水房,3.48,1.0,2025-11-17 13:16:00,0
S000143,2025-11-29,access,宿舍楼,0.0,1.0,2025-11-29 23:27:00,5
S000144,2025-09-13,access,宿舍楼,0.0,1.0,2025-09-13 22:04:00,5
S000144,2025-09-21,consumption,开水房,4.86,3.0,2025-09-21 10:54:00,6
S000144,2025-09-26,consumption,食堂三楼,35.82,3.0,2025-09-26 08:07:00,4
S000144,2025-10-01,consumption,快递点,4.51,2.0,2025-10-01 16:56:00,2
S000144,2025-10-16,consumption,开水房,4.16,3.0,2025-10-16 16:29:00,3
S000144,2025-10-27,access,图书馆,9.120000000000001,1.0,2025-10-27 08:25:00,0
S000144,2025-11-02,consumption,校园超市,14.08,2.0,2025-11-02 19:56:00,6
S000144,2025-11-16,consumption,快递点,4.73,2.0,2025-11-16 21:55:00,6
S000144,2025-11-22,consumption,食堂一楼,15.04,2.0,2025-11-22 08:52:00,5
S000144,2025-11-28,consumption,食堂一楼,29.63,3.0,2025-11-28 11:40:00,4
S000145,2025-09-11,consumption,食堂二楼,15.47,2.0,2025-09-11 18:53:00,3
S000145,2025-09-12,access,图书馆,0.0,2.0,2025-09-12 12:44:00,4
S000145,2025-09-18,consumption,开水房,3.17,2.0,2025-09-18 15:12:00,3
S000145,2025-09-22,consumption,浴室,2.43,2.0,2025-09-22 10:05:00,0
S000145,2025-09-27,consumption,快递点,4.16,2.0,2025-09-27 15:47:00,5
S000145,2025-10-07,access,图书馆,0.0,1.0,2025-10-07 14:11:00,1
S000145,2025-10-18,consumption,浴室,1.03,3.0,2025-10-18 22:27:00,5
S000145,2025-10-29,access,宿舍楼,0.0,1.0,2025-10-29 09:14:00,2
S000145,2025-11-03,consumption,校园超市,59.41,1.0,2025-11-03 12:52:00,0
S000145,2025-11-13,consumption,食堂一楼,37.89,3.0,2025-11-13 13:58:00,3
S000146,2025-09-02,consumption,快递点,1.95,3.0,2025-09-02 18:43:00,1
S000146,2025-09-13,consumption,食堂一楼,62.7,2.0,2025-09-13 13:30:00,5
S000146,2025-09-28,access,宿舍楼,0.0,1.0,2025-09-28 14:04:00,6
S000146,2025-10-01,consumption,食堂二楼,30.17,2.0,2025-10-01 20:05:00,2
S000146,2025-10-11,access,宿舍楼,15.085,1.0,2025-10-11 10:16:00,5
S000146,2025-10-16,access,图书馆,0.0,1.0,2025-10-16 08:16:00,3
S000146,2025-10-23,access,图书馆,0.0,1.0,2025-10-23 12:16:00,3
S000146,2025-11-03,access,宿舍楼,0.0,1.0,2025-11-03 10:05:00,0
S000146,2025-11-04,consumption,食堂三楼,16.66,1.5,2025-11-04 17:08:00,1
S000146,2025-11-11,consumption,食堂二楼,13.17,2.0,2025-11-11 11:32:00,1
S000147,2025-09-07,consumption,食堂一楼,23.86,2.0,2025-09-07 14:10:00,6
S000147,2025-09-12,consumption,食堂三楼,13.97,1.0,2025-09-12 11:47:00,4
S000147,2025-09-15,consumption,食堂二楼,10.08,2.0,2025-09-15 14:47:00,0
S000147,2025-09-15,access,图书馆,0.0,1.0,2025-09-15 09:22:00,0
S000147,2025-10-04,consumption,校园超市,66.48,1.0,2025-10-04 16:47:00,5
S000147,2025-10-16,access,宿舍楼,33.24,1.0,2025-10-16 20:31:00,3
S000147,2025-10-17,access,宿舍楼,0.0,1.0,2025-10-17 14:39:00,4
S000147,2025-11-02,access,图书馆,0.0,1.0,2025-11-02 16:54:00,6
S000147,2025-11-24,consumption,校园超市,33.9,1.0,2025-11-24 12:09:00,0
S000147,2025-11-30,consumption,食堂一楼,28.22,2.0,2025-11-30 07:28:00,6
S000148,2025-09-07,access,宿舍楼,0.0,1.0,2025-09-07 16:51:00,6
S000148,2025-09-08,access,宿舍楼,0.0,1.0,2025-09-08 08:25:00,0
S000148,2025-09-10,consumption,校园超市,3.855,3.0,2025-09-10 09:56:00,2
S000148,2025-09-20,consumption,校园超市,22.27,3.0,2025-09-20 21:29:00,5
S000148,2025-10-13,consumption,开水房,4.92,1.0,2025-10-13 18:23:00,0
S000148,2025-11-05,access,图书馆,0.0,1.0,2025-11-05 17:00:00,2
S000148,2025-11-07,access,图书馆,0.0,1.0,2025-11-07 14:58:00,4
S000148,2025-11-15,access,图书馆,0.0,1.0,2025-11-15 21:20:00,5
S000148,2025-11-20,access,图书馆,0.0,1.0,2025-11-20 13:02:00,3
S000148,2025-11-23,consumption,校园超市,21.92,2.0,2025-11-23 10:13:00,6
S000149,2025-09-06,consumption,校园超市,3.855,3.0,2025-09-06 13:41:00,5
S000149,2025-09-27,consumption,快递点,2.31,3.0,2025-09-27 10:07:00,5
S000149,2025-10-03,consumption,快递点,4.39,1.0,2025-10-03 06:54:00,4
S000149,2025-10-05,consumption,校园超市,20.145,2.0,2025-10-05 19:51:00,6
S000149,2025-10-09,consumption,校园超市,35.9,3.0,2025-10-09 15:57:00,3
S000149,2025-10-18,consumption,校园超市,24.03,2.0,2025-10-18 18:30:00,5
S000149,2025-10-18,consumption,校园超市,29.29,3.0,2025-10-18 19:05:00,5
S000149,2025-11-22,consumption,食堂三楼,48.07,2.0,2025-11-22 19:05:00,5
S000149,2025-11-27,consumption,食堂三楼,31.2,3.0,2025-11-27 09:53:00,3
S000149,2025-11-27,access,宿舍楼,0.0,1.0,2025-11-27 22:40:00,3
S000150,2025-09-10,access,图书馆,0.0,1.0,2025-09-10 16:27:00,2
S000150,2025-09-24,access,图书馆,0.0,1.0,2025-09-24 09:26:00,2
S000150,2025-10-02,consumption,食堂三楼,19.0,3.0,2025-10-02 07:35:00,3
S000150,2025-10-04,consumption,快递点,4.15,1.0,2025-10-04 11:05:00,5
S000150,2025-10-21,consumption,食堂二楼,14.96,3.0,2025-10-21 21:29:00,1
S000150,2025-10-23,consumption,开水房,3.74,2.0,2025-10-23 17:16:00,3
S000150,2025-11-01,consumption,食堂二楼,54.41,3.0,2025-11-01 15:53:00,5
S000150,2025-11-14,consumption,浴室,0.57,3.0,2025-11-14 20:11:00,4
S000150,2025-11-17,consumption,开水房,0.98,3.0,2025-11-17 06:00:00,0
S000150,2025-11-30,consumption,浴室,3.76,3.0,2025-11-30 20:39:00,6
S000151,2025-09-03,consumption,食堂二楼,25.23,1.0,2025-09-03 12:30:00,2
S000151,2025-09-03,consumption,食堂二楼,52.71,3.0,2025-09-03 20:31:00,2
S000151,2025-09-12,consumption,校园超市,27.485,1.0,2025-09-12 21:27:00,4
S000151,2025-10-08,consumption,快递点,2.26,1.0,2025-10-08 06:06:00,2
S000151,2025-10-09,consumption,食堂二楼,23.04,1.0,2025-10-09 12:07:00,3
S000151,2025-10-31,consumption,校园超市,17.7,3.0,2025-10-31 13:12:00,4
S000151,2025-11-19,access,宿舍楼,0.0,1.0,2025-11-19 18:51:00,2
S000151,2025-11-20,access,宿舍楼,0.0,1.0,2025-11-20 19:54:00,3
S000151,2025-11-23,consumption,食堂二楼,42.4,2.0,2025-11-23 23:12:00,6
S000151,2025-11-28,consumption,开水房,4.85,3.0,2025-11-28 21:19:00,4
S000152,2025-09-08,consumption,校园超市,14.27,3.0,2025-09-08 16:35:00,0
S000152,2025-09-09,consumption,开水房,2.38,2.0,2025-09-09 09:31:00,1
S000152,2025-10-08,access,宿舍楼,0.0,1.0,2025-10-08 19:53:00,2
S000152,2025-10-15,consumption,浴室,1.88,3.0,2025-10-15 16:58:00,2
S000152,2025-10-22,consumption,浴室,3.76,3.0,2025-10-22 21:14:00,2
S000152,2025-10-26,consumption,食堂三楼,1.88,3.0,2025-10-26 12:30:00,6
S000152,2025-11-03,access,宿舍楼,0.0,1.0,2025-11-03 07:31:00,0
S000152,2025-11-17,access,宿舍楼,0.0,1.0,2025-11-17 10:56:00,0
S000152,2025-11-19,access,宿舍楼,0.0,1.0,2025-11-19 20:44:00,2
S000152,2025-11-26,consumption,食堂三楼,10.72,2.0,2025-11-26 11:39:00,2
S000153,2025-09-06,access,宿舍楼,0.0,1.0,2025-09-06 10:54:00,5
S000153,2025-09-09,consumption,食堂一楼,12.87,3.0,2025-09-09 13:07:00,1
S000153,2025-09-26,consumption,校园超市,38.8,1.0,2025-09-26 19:31:00,4
S000153,2025-09-27,consumption,开水房,0.89,2.0,2025-09-27 10:11:00,5
S000153,2025-10-04,consumption,食堂二楼,25.45,1.0,2025-10-04 22:02:00,5
S000153,2025-10-09,consumption,浴室,0.71,1.0,2025-10-09 17:56:00,3
S000153,2025-10-27,access,图书馆,0.0,1.5,2025-10-27 09:50:00,0
S000153,2025-11-11,consumption,食堂三楼,12.84,2.0,2025-11-11 17:49:00,1
S000153,2025-11-18,consumption,快递点,4.76,3.0,2025-11-18 07:32:00,1
S000153,2025-11-28,access,图书馆,0.0,1.0,2025-11-28 19:03:00,4
S000154,2025-09-01,consumption,快递点,2.63,2.0,2025-09-01 22:10:00,0
S000154,2025-09-05,consumption,开水房,1.18,3.0,2025-09-05 07:40:00,4
S000154,2025-09-11,consumption,开水房,3.9,2.0,2025-09-11 13:09:00,3
S000154,2025-09-14,consumption,食堂一楼,20.74,1.5,2025-09-14 17:10:00,6
S000154,2025-09-19,access,图书馆,0.0,1.0,2025-09-19 09:21:00,4
S000154,2025-10-08,access,宿舍楼,0.0,1.0,2025-10-08 09:09:00,2
S000154,2025-10-11,consumption,快递点,1.24,1.0,2025-10-11 18:48:00,5
S000154,2025-10-23,access,宿舍楼,0.0,1.0,2025-10-23 06:28:00,3
S000154,2025-11-07,consumption,食堂二楼,56.52,1.0,2025-11-07 19:26:00,4
S000154,2025-11-22,consumption,快递点,1.12,1.0,2025-11-22 20:26:00,5
S000155,2025-09-08,access,宿舍楼,0.0,1.0,2025-09-08 22:22:00,0
S000155,2025-10-04,consumption,快递点,1.87,2.0,2025-10-04 22:07:00,5
S000155,2025-10-09,consumption,浴室,2.01,3.0,2025-10-09 10:33:00,3
S000155,2025-10-15,consumption,食堂三楼,21.55,3.0,2025-10-15 10:44:00,2
S000155,2025-10-15,access,宿舍楼,0.0,1.0,2025-10-15 12:56:00,2
S000155,2025-10-22,consumption,食堂二楼,11.57,3.0,2025-10-22 20:44:00,2
S000155,2025-11-06,consumption,开水房,1.22,1.0,2025-11-06 23:37:00,3
S000155,2025-11-09,consumption,食堂一楼,21.7,3.0,2025-11-09 23:19:00,6
S000155,2025-11-24,access,宿舍楼,10.85,1.0,2025-11-24 19:25:00,0
S000155,2025-11-27,access,宿舍楼,0.0,1.0,2025-11-27 16:58:00,3
S000156,2025-09-01,consumption,食堂二楼,21.41,3.0,2025-09-01 23:54:00,0
S000156,2025-09-10,consumption,浴室,2.31,3.0,2025-09-10 22:49:00,2
S000156,2025-09-16,consumption,开水房,4.74,2.0,2025-09-16 15:36:00,1
S000156,2025-10-19,consumption,食堂二楼,23.88,1.5,2025-10-19 16:33:00,6
S000156,2025-10-21,access,宿舍楼,0.0,1.0,2025-10-21 19:28:00,1
S000156,2025-10-25,access,图书馆,0.0,1.0,2025-10-25 09:03:00,5
S000156,2025-10-25,access,宿舍楼,0.0,1.0,2025-10-25 12:28:00,5
S000156,2025-11-14,consumption,快递点,2.13,1.0,2025-11-14 10:45:00,4
S000156,2025-11-16,consumption,食堂三楼,6.37,2.0,2025-11-16 10:45:00,6
S000156,2025-11-28,access,宿舍楼,0.0,1.0,2025-11-28 19:52:00,4
S000157,2025-09-05,access,宿舍楼,0.0,1.0,2025-09-05 09:38:00,4
S000157,2025-09-21,consumption,食堂二楼,21.86,2.0,2025-09-21 20:08:00,6
S000157,2025-10-08,consumption,快递点,1.14,3.0,2025-10-08 19:03:00,2
S000157,2025-10-10,access,图书馆,0.0,1.0,2025-10-10 10:52:00,4
S000157,2025-10-23,consumption,食堂三楼,34.75,3.0,2025-10-23 15:02:00,3
S000157,2025-11-02,consumption,浴室,2.07,1.0,2025-11-02 19:30:00,6
S000157,2025-11-06,consumption,食堂三楼,61.84,2.0,2025-11-06 17:19:00,3
S000157,2025-11-13,consumption,校园超市,49.46,2.0,2025-11-13 18:30:00,3
S000157,2025-11-17,consumption,食堂二楼,21.45,3.0,2025-11-17 20:48:00,0
S000157,2025-11-30,consumption,浴室,1.03,1.0,2025-11-30 20:30:00,6
S000158,2025-09-07,access,图书馆,0.0,1.0,2025-09-07 20:30:00,6
S000158,2025-10-06,consumption,快递点,1.25,2.0,2025-10-06 15:35:00,0
S000158,2025-10-21,consumption,食堂一楼,25.27,3.0,2025-10-21 20:47:00,1
S000158,2025-10-28,consumption,食堂二楼,14.11,3.0,2025-10-28 16:05:00,1
S000158,2025-11-04,access,图书馆,0.0,1.0,2025-11-04 18:59:00,1
S000158,2025-11-08,consumption,食堂一楼,24.7,2.0,2025-11-08 12:15:00,5
S000158,2025-11-08,consumption,校园超市,3.855,3.0,2025-11-08 07:31:00,5
S000158,2025-11-19,consumption,校园超市,3.855,2.0,2025-11-19 13:57:00,2
S000158,2025-11-22,consumption,浴室,0.88,3.0,2025-11-22 23:36:00,5
S000158,2025-11-30,access,宿舍楼,0.0,1.0,2025-11-30 08:51:00,6
S000159,2025-09-03,consumption,食堂二楼,27.09,2.0,2025-09-03 06:55:00,2
S000159,2025-09-08,consumption,食堂一楼,24.13,2.0,2025-09-08 10:26:00,0
S000159,2025-09-09,consumption,校园超市,21.87,3.0,2025-09-09 13:58:00,1
S000159,2025-09-12,consumption,校园超市,12.97,3.0,2025-09-12 11:03:00,4
S000159,2025-09-15,consumption,食堂三楼,17.18,2.0,2025-09-15 23:26:00,0
S000159,2025-10-12,consumption,快递点,4.55,1.0,2025-10-12 12:15:00,6
S000159,2025-11-07,consumption,食堂三楼,22.82,1.0,2025-11-07 09:06:00,4
S000159,2025-11-09,consumption,食堂二楼,18.42,2.0,2025-11-09 14:49:00,6
S000159,2025-11-16,consumption,校园超市,13.0,3.0,2025-11-16 22:24:00,6
S000159,2025-11-18,access,图书馆,0.0,1.0,2025-11-18 08:45:00,1
S000160,2025-09-01,access,宿舍楼,0.0,1.0,2025-09-01 11:00:00,0
S000160,2025-09-03,consumption,浴室,3.54,1.0,2025-09-03 23:41:00,2
S000160,2025-09-08,access,宿舍楼,0.0,1.0,2025-09-08 14:38:00,0
S000160,2025-09-16,access,宿舍楼,0.0,1.0,2025-09-16 19:13:00,1
S000160,2025-09-17,consumption,校园超市,16.38,2.0,2025-09-17 08:54:00,2
S000160,2025-10-02,consumption,校园超市,66.9,3.0,2025-10-02 20:02:00,3
S000160,2025-10-03,access,宿舍楼,0.0,1.0,2025-10-03 17:53:00,4
S000160,2025-11-08,consumption,食堂三楼,6.52,1.0,2025-11-08 18:44:00,5
S000160,2025-11-20,consumption,快递点,2.8,1.0,2025-11-20 11:47:00,3
S000160,2025-11-21,consumption,快递点,4.86,2.0,2025-11-21 23:10:00,4
S000161,2025-09-02,consumption,校园超市,48.1,3.0,2025-09-02 21:48:00,1
S000161,2025-09-04,access,宿舍楼,0.0,1.0,2025-09-04 09:22:00,3
S000161,2025-09-25,consumption,食堂二楼,45.74,3.0,2025-09-25 06:48:00,3
S000161,2025-10-04,access,宿舍楼,0.0,1.0,2025-10-04 14:15:00,5
S000161,2025-10-19,access,宿舍楼,0.0,1.0,2025-10-19 18:11:00,6
S000161,2025-10-21,consumption,快递点,4.45,3.0,2025-10-21 08:34:00,1
S000161,2025-11-16,consumption,开水房,1.1,1.0,2025-11-16 21:00:00,6
S000161,2025-11-18,consumption,快递点,1.93,3.0,2025-11-18 16:40:00,1
S000161,2025-11-24,access,宿舍楼,0.0,1.0,2025-11-24 12:29:00,0
S000161,2025-11-29,access,图书馆,0.0,1.0,2025-11-29 15:23:00,5
S000162,2025-09-29,consumption,校园超市,3.82,2.0,2025-09-29 07:17:00,0
S000162,2025-10-06,consumption,开水房,2.11,1.0,2025-10-06 15:51:00,0
S000162,2025-11-03,access,图书馆,0.0,1.0,2025-11-03 08:12:00,0
S000162,2025-11-10,consumption,开水房,3.05,1.0,2025-11-10 11:04:00,0
S000162,2025-11-11,access,图书馆,0.0,1.0,2025-11-11 14:41:00,1
S000162,2025-11-12,access,宿舍楼,0.0,1.0,2025-11-12 12:54:00,2
S000162,2025-11-15,consumption,食堂一楼,20.67,1.0,2025-11-15 14:59:00,5
S000162,2025-11-21,consumption,快递点,1.75,3.0,2025-11-21 21:10:00,4
S000162,2025-11-26,consumption,开水房,3.55,3.0,2025-11-26 14:43:00,2
S000162,2025-11-26,access,图书馆,0.0,1.0,2025-11-26 21:20:00,2
S000163,2025-09-04,consumption,开水房,4.71,2.0,2025-09-04 13:06:00,3
S000163,2025-09-06,access,图书馆,0.0,1.0,2025-09-06 08:17:00,5
S000163,2025-10-01,access,宿舍楼,0.0,1.0,2025-10-01 09:40:00,2
S000163,2025-10-13,consumption,浴室,4.13,3.0,2025-10-13 13:44:00,0
S000163,2025-10-13,consumption,开水房,3.31,1.0,2025-10-13 21:27:00,0
S000163,2025-10-24,consumption,食堂三楼,12.14,1.0,2025-10-24 18:12:00,4
S000163,2025-10-25,access,图书馆,0.0,1.0,2025-10-25 11:10:00,5
S000163,2025-10-26,access,宿舍楼,0.0,1.0,2025-10-26 14:07:00,6
S000163,2025-10-31,consumption,食堂三楼,16.63,1.0,2025-10-31 16:33:00,4
S000163,2025-11-27,consumption,校园超市,14.92,2.0,2025-11-27 22:48:00,3
S000164,2025-09-07,consumption,校园超市,42.46,2.0,2025-09-07 09:39:00,6
S000164,2025-09-08,access,宿舍楼,0.0,1.0,2025-09-08 07:19:00,0
S000164,2025-09-09,consumption,快递点,1.37,3.0,2025-09-09 10:40:00,1
S000164,2025-10-11,access,图书馆,0.0,1.0,2025-10-11 20:08:00,5
S000164,2025-10-13,consumption,食堂一楼,35.19,1.0,2025-10-13 06:38:00,0
S000164,2025-10-20,consumption,校园超市,55.55,3.0,2025-10-20 09:21:00,0
S000164,2025-10-23,consumption,浴室,4.04,3.0,2025-10-23 06:29:00,3
S000164,2025-10-28,consumption,食堂一楼,14.08,1.0,2025-10-28 07:24:00,1
S000164,2025-11-18,consumption,食堂一楼,58.92,1.0,2025-11-18 07:35:00,1
S000164,2025-11-23,access,图书馆,0.0,1.0,2025-11-23 15:33:00,6
S000165,2025-09-19,consumption,食堂三楼,31.33,3.0,2025-09-19 16:18:00,4
S000165,2025-09-26,access,图书馆,0.0,1.0,2025-09-26 20:04:00,4
S000165,2025-10-02,consumption,食堂一楼,18.87,1.0,2025-10-02 10:19:00,3
S000165,2025-10-13,consumption,校园超市,35.53,1.0,2025-10-13 21:14:00,0
S000165,2025-10-14,consumption,校园超市,7.56,3.0,2025-10-14 20:38:00,1
S000165,2025-10-18,access,图书馆,0.0,1.0,2025-10-18 08:15:00,5
S000165,2025-11-04,access,图书馆,0.0,1.0,2025-11-04 14:22:00,1
S000165,2025-11-05,consumption,校园超市,8.14,2.0,2025-11-05 20:11:00,2
S000165,2025-11-14,consumption,开水房,3.89,2.0,2025-11-14 23:49:00,4
S000165,2025-11-28,consumption,浴室,3.05,2.0,2025-11-28 15:26:00,4
S000166,2025-09-01,consumption,开水房,3.855,3.0,2025-09-01 12:15:00,0
S000166,2025-09-18,consumption,快递点,4.48,2.0,2025-09-18 12:19:00,3
S000166,2025-09-25,consumption,快递点,2.12,1.0,2025-09-25 12:12:00,3
S000166,2025-10-04,access,图书馆,0.0,1.0,2025-10-04 21:43:00,5
S000166,2025-10-07,consumption,食堂三楼,35.0,3.0,2025-10-07 11:21:00,1
S000166,2025-10-16,consumption,食堂一楼,20.34,1.0,2025-10-16 15:28:00,3
S000166,2025-10-22,consumption,食堂一楼,21.75,2.0,2025-10-22 06:04:00,2
S000166,2025-10-29,consumption,快递点,2.18,1.0,2025-10-29 22:51:00,2
S000166,2025-11-01,access,宿舍楼,0.0,1.0,2025-11-01 18:13:00,5
S000166,2025-11-10,consumption,食堂二楼,30.63,1.0,2025-11-10 11:53:00,0
S000167,2025-09-06,access,图书馆,0.0,1.0,2025-09-06 21:34:00,5
S000167,2025-09-17,access,图书馆,0.0,1.0,2025-09-17 16:24:00,2
S000167,2025-10-08,access,宿舍楼,0.0,1.0,2025-10-08 13:03:00,2
S000167,2025-10-20,access,宿舍楼,0.0,1.0,2025-10-20 21:33:00,0
S000167,2025-10-30,consumption,开水房,2.18,3.0,2025-10-30 21:45:00,3
S000167,2025-10-31,access,图书馆,0.0,1.0,2025-10-31 10:32:00,4
S000167,2025-11-14,access,图书馆,0.0,1.0,2025-11-14 19:05:00,4
S000167,2025-11-19,access,图书馆,0.0,1.0,2025-11-19 09:09:00,2
S000167,2025-11-20,access,图书馆,0.0,1.0,2025-11-20 21:32:00,3
S000167,2025-11-28,consumption,浴室,2.43,3.0,2025-11-28 13:58:00,4
S000168,2025-09-04,consumption,食堂二楼,21.01,2.0,2025-09-04 08:22:00,3
S000168,2025-09-11,consumption,浴室,2.81,3.0,2025-09-11 08:50:00,3
S000168,2025-09-28,consumption,校园超市,15.05,3.0,2025-09-28 11:59:00,6
S000168,2025-09-29,access,宿舍楼,0.0,1.0,2025-09-29 13:25:00,0
S000168,2025-10-06,access,图书馆,0.0,1.0,2025-10-06 09:04:00,0
S000168,2025-10-18,consumption,食堂一楼,43.8,1.0,2025-10-18 08:18:00,5
S000168,2025-10-23,consumption,校园超市,32.28,2.0,2025-10-23 14:24:00,3
S000168,2025-10-27,consumption,食堂二楼,14.29,3.0,2025-10-27 07:29:00,0
S000168,2025-11-03,consumption,浴室,2.3,3.0,2025-11-03 07:13:00,0
S000168,2025-11-05,consumption,校园超市,32.88,2.0,2025-11-05 20:27:00,2
S000169,2025-09-11,consumption,食堂二楼,22.37,2.0,2025-09-11 19:13:00,3
S000169,2025-09-30,consumption,开水房,1.44,1.0,2025-09-30 22:37:00,1
S000169,2025-10-04,consumption,食堂三楼,38.94,2.0,2025-10-04 17:50:00,5
S000169,2025-10-13,consumption,开水房,4.17,3.0,2025-10-13 14:12:00,0
S000169,2025-10-17,consumption,食堂二楼,28.88,2.0,2025-10-17 12:43:00,4
S000169,2025-10-22,access,图书馆,0.0,1.5,2025-10-22 15:41:00,2
S000169,2025-10-27,consumption,浴室,0.64,1.0,2025-10-27 10:19:00,0
S000169,2025-11-05,access,图书馆,0.0,1.0,2025-11-05 21:25:00,2
S000169,2025-11-10,access,宿舍楼,0.0,1.0,2025-11-10 16:50:00,0
S000169,2025-11-30,consumption,食堂二楼,13.12,3.0,2025-11-30 23:58:00,6
S000170,2025-09-02,consumption,开水房,4.25,2.0,2025-09-02 13:26:00,1
S000170,2025-09-05,access,宿舍楼,0.0,1.0,2025-09-05 06:11:00,4
