student_id,record_count,daily_avg_consumption,daily_avg_frequency,consumption_volatility,total_consumption,total_frequency,library_access_count,dorm_access_count,social_activity_score,weekend_activity_ratio,weekday_activity_ratio,morning_activity_count,afternoon_activity_count,evening_activity_count,night_activity_count,canteen_visits,supermarket_visits,campus_coverage,consumption_regularity,daily_consumption_cv
S000167,10,2.305,3.0,0.1767766952966369,4.61,6.0,6,2,8,0.1,0.9,2,3,5,0,0,0,4,0.8497788951776651,0.0763614234542708
S000168,10,20.5525,2.375,14.868968404989346,164.42,19.0,1,1,2,0.2,0.8,7,2,1,0,3,3,6,0.06301606849791137,0.7231109254706065
S000169,10,15.651428571428571,2.0,14.877448738018925,109.56,14.0,2,1,3,0.2,0.8,1,5,4,0,4,0,6,0.06298241087092767,0.9499419973194607
S000170,10,11.621875,2.375,12.509974859372935,92.975,19.0,1,1,2,0.3,0.7,3,3,4,0,3,2,7,0.07401938274564746,1.0754908266614742
S000171,10,20.641875,2.25,19.31839462745657,165.135,18.0,0,2,2,0.3,0.7,2,2,6,0,5,2,6,0.04921648675179702,0.9354305421399544
S000172,10,15.18,2.0,14.68409246186401,121.44,16.0,1,1,2,0.3,0.7,5,2,3,0,2,2,8,0.0637588692129626,0.9666946979502311
S000173,10,16.8475,2.375,10.957022210175797,134.78,19.0,2,0,2,0.0,1.0,6,4,0,0,5,1,6,0.08363286296725024,0.6499790722334745
S000174,10,14.91111111111111,2.111111111111111,12.708205463837572,134.2,19.0,0,1,1,0.2,0.8,1,6,3,0,5,0,7,0.07294900872605195,0.8516929717368246
S000175,10,8.80125,2.25,7.169626181561584,35.205,9.0,5,1,6,0.3,0.7,3,3,4,0,2,0,5,0.12240462143261187,0.8136900191870148
S000176,10,15.711111111111112,1.8888888888888888,15.702453983728502,141.4,17.0,1,0,1,0.3,0.7,6,2,2,0,4,3,5,0.05987144170396745,0.9988132437172699
S000177,10,11.803333333333333,1.6666666666666667,16.68236753781269,70.82,10.0,2,2,4,0.4,0.6,3,2,5,0,1,1,7,0.05655351286311403,1.4121642949615711
S000178,10,3.2883333333333336,2.3333333333333335,1.9091512075614474,9.865,7.0,4,3,7,0.3,0.7,4,3,3,0,0,1,5,0.34374287503544204,0.5788230038084227
S000179,10,15.511666666666665,2.0,13.308244155409835,139.605,18.0,0,1,1,0.5,0.5,5,4,1,0,6,1,7,0.06988977746943939,0.8573978839520994
S000180,10,7.03,2.7142857142857144,8.87167778194557,49.209999999999994,19.0,1,1,2,0.1,0.9,2,3,5,0,1,0,6,0.10129990282188019,1.2601815031172685
S000181,10,8.013333333333334,1.3333333333333333,6.7680415680362565,48.08,8.0,2,2,4,0.7,0.3,4,3,3,0,2,1,6,0.12873257580324687,0.8435448568387524
S000182,10,10.73,2.0,7.67762333017191,53.650000000000006,10.0,3,1,4,0.4,0.6,3,2,5,0,3,0,7,0.11523892682954116,0.7148625074647961
S000183,10,19.61642857142857,1.5714285714285714,20.091507889795487,137.315,11.0,2,0,2,0.2,0.8,3,3,4,0,4,0,6,0.04741244700118482,1.0236965842600605
S000184,10,16.101999999999997,1.6,13.965449151387864,80.50999999999999,8.0,1,4,5,0.5,0.5,4,4,2,0,2,1,7,0.06682058051744222,0.8667731598428416
S000185,10,8.056875,2.25,9.066862324460116,64.455,18.0,2,0,2,0.6,0.4,4,1,5,0,3,0,6,0.09933581763309053,1.1239621692985347
S000186,10,24.89125,2.4375,20.532574424557676,199.13,19.5,1,0,1,0.3,0.7,3,2,5,0,5,1,7,0.04644126523299093,0.8245599889386146
S000187,10,13.773333333333333,2.0,23.387421120479843,82.64,12.0,1,3,4,0.4,0.6,3,3,4,0,2,1,7,0.041004745645706234,1.6967899240976911
S000188,10,23.079999999999995,3.0,17.447303516589603,115.39999999999998,15.0,4,1,5,0.1,0.9,1,6,3,0,3,0,5,0.054208464619270945,0.7556216334599223
S000189,10,11.416999999999998,1.2,6.5612209229685305,57.084999999999994,6.0,4,1,5,0.1,0.9,4,5,1,0,3,1,6,0.1322537735886443,0.5741857813046759
S000190,10,19.617142857142856,1.7142857142857142,13.133442953373796,137.32,12.0,0,2,2,0.5,0.5,5,2,3,0,2,3,6,0.07075416820225604,0.6691469588297297
S000191,10,27.113571428571426,1.8571428571428572,18.552302353590715,189.795,13.0,2,1,3,0.4,0.6,4,2,4,0,3,1,7,0.051144871939664605,0.6839918704086325
S000192,10,21.974999999999998,2.3333333333333335,20.20716382870194,131.85,14.0,2,1,3,0.5,0.5,2,4,4,0,5,1,7,0.0471538772500353,0.9191341291199427
S000193,10,14.07,1.4375,15.172275467349744,112.56,11.5,0,2,2,0.3,0.7,2,5,3,0,2,1,7,0.06183421757927035,1.0775763826242715
S000194,10,21.554285714285715,2.4285714285714284,21.666231680615233,150.88,17.0,0,2,2,0.2,0.8,6,3,1,0,5,0,6,0.04411849371747253,1.0047275373587718
S000195,10,10.975555555555555,2.2222222222222223,10.193027164575682,98.78,20.0,1,0,1,0.2,0.8,3,2,5,0,4,0,5,0.08934133593143202,0.9278572315280786
S000196,10,18.203333333333333,1.6666666666666667,16.55236015396797,109.22,10.0,2,2,4,0.5,0.5,8,0,2,0,3,1,7,0.056972395235061035,0.9088045472529998
S000197,10,27.275000000000002,2.25,13.58069848824321,218.20000000000002,18.0,2,0,2,0.1,0.9,3,2,5,0,4,3,5,0.06858381995940219,0.4977349638351918
S000198,10,16.31,1.6666666666666667,16.27031710662088,146.79,15.0,0,1,1,0.1,0.9,5,4,1,0,4,2,6,0.057902816365579785,0.9969557050625539
S000199,10,24.976249999999997,2.25,22.7356378134794,199.80999999999997,18.0,0,2,2,0.3,0.7,3,1,6,0,5,1,5,0.042130740612839265,0.9099259718236791
S000200,10,10.717500000000001,2.0,6.216688944170476,85.74000000000001,16.0,2,0,2,0.6,0.4,5,3,2,0,4,1,8,0.1385677015784065,0.5795095729825659
S000201,10,25.087142857142855,1.2857142857142858,17.16392992517129,175.60999999999999,9.0,1,2,3,0.3,0.7,6,0,4,0,4,2,7,0.055054165267077786,0.6838997579473988
S000202,10,11.4575,2.25,11.08916266322343,91.66,18.0,0,2,2,0.3,0.7,6,1,3,0,2,1,6,0.08271871492325193,0.9670078625004082
S000203,10,18.107999999999997,1.4,13.930540908378251,90.53999999999999,7.0,3,2,5,0.2,0.8,1,6,3,0,2,1,7,0.06697680989165312,0.768878513543341
S000204,10,10.947222222222223,2.5555555555555554,9.873163471980217,98.525,23.0,1,0,1,0.3,0.7,4,3,3,0,5,0,6,0.09196955445183612,0.901064455182497
S000205,10,24.346666666666668,2.5,18.6645907178986,146.08,15.0,2,2,4,0.1,0.9,2,2,6,0,4,1,6,0.05085282548442799,0.7663031634555331
S000206,10,12.25,2.3333333333333335,11.794366451827756,73.5,14.0,0,4,4,0.2,0.8,3,3,4,0,3,0,4,0.07815939958927343,0.9620201021066686
S000207,10,25.871000000000002,2.0,19.36150575239436,129.35500000000002,10.0,2,3,5,0.5,0.5,3,5,2,0,4,1,5,0.04911228138824691,0.748097281882244
S000208,10,15.460000000000003,1.8571428571428572,17.75143374491199,108.22,13.0,0,2,2,0.3,0.7,2,4,4,0,4,0,7,0.05332925543740568,1.1474747087855195
S000209,10,10.257142857142858,2.0,12.780308374325603,71.80000000000001,14.0,0,3,3,0.3,0.7,2,6,2,0,3,1,8,0.07256731655317106,1.2447774957601117
S000210,10,19.979999999999997,1.8571428571428572,26.167526312843048,139.86,13.0,0,2,2,0.2,0.8,3,6,1,0,4,1,7,0.036808651199401424,1.3090308310576813
S000211,10,17.571666666666662,1.8333333333333333,17.322283240573878,105.42999999999998,11.0,1,3,4,0.5,0.5,5,5,0,0,3,0,5,0.05457835068205608,0.9852469375622646
S000212,10,18.269,2.6,17.48943338133057,91.345,13.0,2,3,5,0.5,0.5,3,1,6,0,3,1,7,0.05408494567549783,0.9568047147727212
S000213,10,28.61875,2.25,21.512410662220077,228.95,18.0,2,0,2,0.2,0.8,4,3,3,0,3,3,6,0.04441994307069842,0.7514268231138306
S000214,10,28.424374999999998,1.75,18.30422890979412,227.39499999999998,14.0,1,1,2,0.4,0.6,3,3,4,0,5,0,8,0.0518021209069192,0.6437359326446992
S000215,10,21.708333333333332,1.8333333333333333,17.516596035379326,130.25,11.0,1,3,4,0.1,0.9,3,4,3,0,3,1,7,0.05400560654287203,0.8065350027801086
S000216,10,27.468333333333334,2.6666666666666665,12.154162112900533,164.81,16.0,1,2,3,0.6,0.4,4,4,2,0,5,1,5,0.076021565753647,0.44231802436709644
S000217,10,19.405833333333334,2.3333333333333335,14.432901446579155,116.435,14.0,3,1,4,0.3,0.7,1,3,6,0,3,2,7,0.06479662968505895,0.7433573001371296
S000218,10,19.223750000000003,2.125,18.123868191263306,153.79000000000002,17.0,2,0,2,0.2,0.8,1,2,7,0,4,1,5,0.05229067623760593,0.9422950902067097
S000219,10,25.18,2.2,7.144991252618858,125.9,11.0,2,3,5,0.2,0.8,5,2,3,0,3,2,5,0.1227748402649874,0.283643956038859
S000220,10,15.30142857142857,2.5714285714285716,23.798378396136876,107.10999999999999,18.0,0,2,2,0.3,0.7,4,1,5,0,3,1,7,0.04032521740033539,1.5542885685105257
S000221,10,10.89,2.142857142857143,15.644950197001803,76.23,15.0,0,3,3,0.3,0.7,4,2,4,0,2,1,6,0.060078281290389585,1.4353165318350278
S000222,10,22.729375000000005,1.875,23.30462070024189,181.83500000000004,15.0,1,1,2,0.1,0.9,3,3,4,0,6,0,7,0.041144439665748316,1.0248575741524069
S000223,10,11.153333333333334,1.6666666666666667,11.446097442651213,66.92,10.0,4,0,4,0.2,0.8,2,3,5,0,3,0,5,0.08034647041835986,1.0253297201538858
S000224,10,21.05666666666667,2.1666666666666665,14.837236490218341,126.34,13.0,2,2,4,0.5,0.5,4,3,3,0,4,2,5,0.0631423291947201,0.7042992004850477
S000225,10,13.25,1.6,14.567609618602498,66.25,8.0,3,2,5,0.2,0.8,3,6,1,0,2,0,6,0.06423593759732073,1.0986130934089364
S000226,10,6.4835714285714285,1.7857142857142858,4.542265141870036,45.385,12.5,2,1,3,0.6,0.4,2,4,4,0,2,1,6,0.18043164200956766,0.6995018368296173
S000227,10,11.412222222222223,1.7222222222222223,10.064612235175503,102.71000000000001,15.5,1,0,1,0.2,0.8,6,2,2,0,3,1,6,0.09037822372309628,0.881143094519256
S000228,10,17.78571428571429,1.7142857142857142,17.997451539169703,124.50000000000001,12.0,1,2,3,0.3,0.7,3,4,3,0,4,0,7,0.05263863934265921,1.0113362830070474
S000229,10,31.651874999999997,2.375,16.710712119882007,253.21499999999997,19.0,1,1,2,0.2,0.8,4,4,2,0,3,4,6,0.056463003476715214,0.5277865609627355
S000230,10,11.06,2.5,14.580629616035106,66.36,15.0,2,2,4,0.1,0.9,6,0,4,0,1,1,6,0.06418225865345202,1.3171300466156373
S000231,10,26.869999999999997,2.4285714285714284,22.394965207980714,188.08999999999997,17.0,1,1,2,0.6,0.4,4,4,2,0,5,0,7,0.042744239673366574,0.8331460270826159
S000232,10,8.362499999999999,2.0625,9.324218465909087,66.89999999999999,16.5,0,2,2,0.2,0.8,3,5,2,0,3,0,6,0.09685963187451266,1.1136719577078638
S000233,10,10.472,2.3,10.89346674744903,104.72,23.0,0,0,0,0.3,0.7,2,6,2,0,4,3,6,0.0840797743193325,1.0392546028858072
S000234,10,17.22,2.0714285714285716,16.760646367806544,120.53999999999999,14.5,1,2,3,0.6,0.4,4,3,3,0,4,0,5,0.05630425713630719,0.9727595106097819
S000235,10,14.502499999999998,1.25,11.516647009148683,58.00999999999999,5.0,3,3,6,0.4,0.6,6,1,3,0,2,1,6,0.07989360083967206,0.7935674080378077
S000236,10,29.543333333333333,2.5,21.605223133924508,177.26,15.0,2,2,4,0.3,0.7,2,6,2,0,3,2,7,0.04423756377344767,0.7310587570694058
S000237,10,7.936428571428571,2.0,7.339828968423874,55.555,14.0,2,1,3,0.4,0.6,7,0,3,0,2,2,7,0.11990653570788849,0.9236638701836786
S000238,10,27.12125,2.375,21.301185371107536,216.96999999999997,19.0,0,1,1,0.2,0.8,3,5,2,0,4,2,6,0.04484066579239135,0.7851162541758133
S000239,10,23.55666666666667,2.5,14.28562867593396,141.34,15.0,2,1,3,0.3,0.7,2,4,4,0,3,2,6,0.06542092714671413,0.6061794346223744
S000240,10,28.287142857142857,2.5714285714285716,30.01936914409635,198.01,18.0,0,2,2,0.3,0.7,3,5,2,0,5,0,6,0.03223792190468585,1.0608621971358765
S000241,10,13.817222222222222,2.2222222222222223,19.413972917577805,124.355,20.0,0,0,0,0.4,0.6,4,3,3,0,4,0,6,0.04898605499466165,1.4040399876105931
S000242,10,17.728,1.9,12.43628792220374,177.28000000000003,19.0,0,0,0,0.3,0.7,3,4,3,0,7,0,6,0.07442531789955763,0.7011099290902998
S000243,10,17.26142857142857,2.2857142857142856,18.695205426856933,120.83,16.0,1,2,3,0.3,0.7,3,4,3,0,4,0,7,0.05077377860889798,1.0824353845161168
S000244,10,20.408749999999998,2.1875,9.714780252643026,163.26999999999998,17.5,1,1,2,0.2,0.8,4,1,5,0,6,1,7,0.09332902555358791,0.4757774228414093
S000245,10,13.678999999999998,2.4,12.960291470487844,68.395,12.0,2,3,5,0.5,0.5,3,4,3,0,2,2,5,0.07163174222501065,0.9467668544442871
S000246,10,7.236,1.6,9.591987802327523,36.18,8.0,2,3,5,0.4,0.6,3,4,3,0,0,2,5,0.09441098485595463,1.3237631524051234
S000247,10,26.3325,2.375,18.837817397079583,210.66,19.0,0,2,2,0.1,0.9,3,4,3,0,5,1,5,0.050408771286866196,0.7151112231974787
S000248,10,13.178571428571429,1.5714285714285714,15.710587118852292,92.25,11.0,2,1,3,0.2,0.8,6,3,1,0,2,0,7,0.059842301942331845,1.1912273595316947
S000249,10,20.942857142857143,2.142857142857143,24.628419027812644,146.6,15.0,0,3,3,0.3,0.7,2,2,6,0,2,2,5,0.03901918409070701,1.1754205576783834
S000250,10,14.931999999999999,1.7,12.132605106351507,149.32,17.0,0,0,0,0.4,0.6,2,4,4,0,4,2,4,0.07614635420023068,0.8119799964095508
S000251,10,15.891666666666666,1.8333333333333333,20.627480133711597,95.35,11.0,3,1,4,0.1,0.9,4,3,3,0,0,2,6,0.046237471671110725,1.2971898207972916
S000252,10,9.290000000000001,2.5714285714285716,13.183044666034728,65.03,18.0,0,3,3,0.1,0.9,2,4,4,0,0,2,5,0.07050672288967544,1.4175316845198631
S000253,10,16.00357142857143,1.8571428571428572,13.510627518823133,112.025,13.0,1,2,3,0.3,0.7,2,5,3,0,6,0,6,0.06891500720439579,0.8436985827357323
S000254,10,15.398571428571431,2.2857142857142856,19.050556797262235,107.79000000000002,16.0,3,0,3,0.3,0.7,6,1,3,0,2,1,6,0.04987392669995793,1.2363610011203006
S000255,10,21.412857142857142,2.2857142857142856,11.956049674099042,149.89,16.0,2,1,3,0.5,0.5,2,4,4,0,4,2,6,0.07718402021868905,0.5580978108741884
S000256,10,15.152857142857144,2.5714285714285716,24.720249266735237,106.07000000000002,18.0,2,0,2,0.3,0.7,1,8,1,0,1,2,5,0.038879872027264124,1.630316043594749
S000257,10,14.118571428571427,2.0,13.531546386834272,98.82999999999998,14.0,3,0,3,0.3,0.7,3,4,3,0,1,3,5,0.06881580069867926,0.9577434247506564
S000258,10,13.357,2.1,15.367207618822622,66.785,10.5,1,3,4,0.4,0.6,1,7,2,0,2,1,7,0.061097776926222876,1.1496377361279737
S000259,10,18.701428571428572,1.5714285714285714,13.865119819859029,130.91,11.0,3,0,3,0.1,0.9,3,4,3,0,3,2,6,0.0672715734631383,0.7409973945565216
S000260,10,28.316666666666663,2.1666666666666665,11.407405781625666,169.89999999999998,13.0,3,0,3,0.6,0.4,4,2,4,0,4,3,4,0.08059702548625569,0.40270907678132506
S000261,10,15.37583333333333,2.6666666666666665,16.212480506284862,92.25499999999998,16.0,3,1,4,0.3,0.7,3,5,2,0,4,0,7,0.05809737879644169,1.0537278127900036
S000262,10,14.810555555555558,1.8888888888888888,14.08674741655354,133.29500000000002,17.0,1,0,1,0.3,0.7,4,3,3,0,4,3,6,0.06628333943622441,0.9504871368518336
S000263,10,14.33888888888889,2.3333333333333335,21.00774764488357,129.05,21.0,0,1,1,0.2,0.8,5,2,3,0,3,0,7,0.04543854355911261,1.4640679015328488
S000264,10,17.365,2.5,17.244431854949585,104.19000000000001,15.0,2,1,3,0.0,1.0,4,3,3,0,3,0,8,0.05481124366877487,0.9924852866158035
S000265,10,14.480833333333335,1.5,12.303184310033995,86.885,9.0,2,2,4,0.2,0.8,2,3,5,0,3,1,7,0.07516997259413634,0.8490322141607218
S000266,10,24.631428571428568,2.2857142857142856,20.174627157704325,172.42,16.0,0,3,3,0.2,0.8,3,5,2,0,4,0,6,0.04722633331638867,0.8187279848334993
S000267,10,5.0600000000000005,1.8,5.17117008035899,25.3,9.0,2,3,5,0.2,0.8,2,4,4,0,1,0,6,0.16204382426319838,1.0199546509583806
S000268,10,13.393333333333333,2.0,21.148690424389564,80.36,12.0,1,3,4,0.2,0.8,2,3,5,0,2,0,6,0.045149396232421306,1.5778679749606739
S000269,10,12.650714285714287,1.7142857142857142,10.340196818150767,88.555,12.0,1,2,3,0.3,0.7,2,5,3,0,2,2,7,0.08818189102321672,0.8167151224491438
S000270,10,17.76142857142857,2.142857142857143,20.789047139115855,124.33,15.0,1,2,3,0.4,0.6,2,3,5,0,3,0,8,0.04589461822792575,1.1698016878923712
S000271,10,17.525,2.055555555555556,16.94998259586127,105.14999999999999,12.333333333333334,1,3,4,0.4,0.6,4,3,3,0,0,3,5,0.0557103604228881,0.9666371597297561
S000272,10,23.849285714285713,2.142857142857143,26.491935632781317,166.945,15.0,1,1,2,0.2,0.8,5,2,3,0,4,1,8,0.03637430311773328,1.110340684546114
S000273,10,24.09,2.0,14.416848476695593,144.54,12.0,4,0,4,0.2,0.8,1,4,5,0,4,1,6,0.06486409991715358,0.598209480360813
S000274,10,19.505999999999997,1.8,20.742044981148798,97.52999999999999,9.0,4,0,4,0.4,0.6,1,2,7,0,3,1,5,0.045993833646606794,1.0628225548856733
S000275,10,15.014166666666666,2.3333333333333335,13.160358816030307,90.085,14.0,0,3,3,0.1,0.9,1,6,3,0,3,3,6,0.0706196794157465,0.8759460080557085
S000276,10,5.60125,2.25,4.11510707637116,22.405,9.0,1,4,5,0.6,0.4,4,2,4,0,1,1,6,0.1954993287666298,0.7333672668961747
S000277,10,12.02375,2.5,14.091974096221273,96.19,20.0,1,0,1,0.3,0.7,3,4,3,0,3,2,7,0.06626038407065514,1.1710376313469428
S000278,10,32.2925,2.25,19.608045724723745,258.34,18.0,0,2,2,0.5,0.5,1,4,5,0,5,2,6,0.048524737054532384,0.6070132567053246
S000279,10,12.798124999999999,2.5,13.780093804755364,102.38499999999999,20.0,2,0,2,0.3,0.7,3,3,4,0,3,1,7,0.06765856923575539,1.075886892480778
S000280,10,15.372,2.2,6.15991639553655,76.86,11.0,1,4,5,0.4,0.6,2,3,5,0,3,2,5,0.13966643529851747,0.40046264435941686
S000281,10,19.684285714285714,1.7142857142857142,19.0041187265137,137.79,12.0,1,2,3,0.1,0.9,4,2,4,0,4,0,6,0.049989705303767666,0.9649559776990851
S000282,10,17.008000000000003,2.6,13.14669616291485,85.04,13.0,3,2,5,0.0,1.0,3,3,4,0,4,0,5,0.07068788277375114,0.7725171091147518
S000283,10,12.74375,2.0,10.110640699636342,101.94999999999999,16.0,0,1,1,0.2,0.8,5,2,3,0,6,0,5,0.09000381049427066,0.7927582632273913
S000284,10,16.71125,2.25,12.467982351951395,133.69,18.0,0,2,2,0.3,0.7,1,5,4,0,4,1,8,0.0742501715451913,0.745636980007559
S000285,10,35.443333333333335,1.8333333333333333,24.635837851931623,212.66,11.0,2,1,3,0.4,0.6,3,3,4,0,5,2,6,0.03900789222399655,0.6948807216603504
S000286,10,13.712619047619047,2.5714285714285716,7.843696918494897,95.98833333333333,18.0,2,0,2,0.3,0.7,4,5,1,0,4,2,5,0.11307488363929476,0.5715889139876562
S000287,10,15.719999999999999,2.1666666666666665,13.05938130234354,94.32,13.0,2,2,4,0.4,0.6,6,3,1,0,3,1,6,0.07112688520890398,0.830221316105756
S000288,10,10.122857142857143,1.6428571428571428,16.829229249815846,70.86,11.5,2,1,3,0.2,0.8,4,3,3,0,2,0,7,0.056087674121433416,1.6608572500875642
S000289,10,7.5131250000000005,1.75,9.666711265804341,60.105000000000004,14.0,1,1,2,0.5,0.5,3,2,5,0,3,0,6,0.09374960801703047,1.284932958817558
S000290,10,21.345,1.6666666666666667,12.590623098163173,128.07,10.0,1,3,4,0.4,0.6,2,5,3,0,4,1,7,0.07358014366060626,0.5895866587760793
S000291,10,17.323,1.7,9.018793988111714,86.615,8.5,4,1,5,0.4,0.6,3,6,1,0,4,0,6,0.09981241267028731,0.5203250440265224
S000292,10,7.992,2.533333333333333,8.633085775086448,39.96,12.666666666666666,2,2,4,0.4,0.6,4,2,4,0,2,1,6,0.10380889606383951,1.0788660053844599
S000293,10,7.651249999999999,2.5,10.602946426190536,30.604999999999997,10.0,3,3,6,0.4,0.6,4,2,4,0,2,0,4,0.08618500536577231,1.3839708175807521
S000294,10,30.209166666666665,2.1666666666666665,21.85366889487133,181.255,13.0,2,1,3,0.3,0.7,4,4,2,0,4,2,7,0.043756650391675776,0.7231724532952485
S000295,10,9.81625,2.125,7.186753563725021,78.53,17.0,1,1,2,0.5,0.5,2,5,3,0,2,2,6,0.12214854059256601,0.731383138402241
S000296,10,8.22,1.875,7.5519533896866715,65.76,15.0,1,1,2,0.2,0.8,7,1,2,0,1,3,7,0.11693234918772613,0.9176128055512358
S000297,10,21.594,2.4,14.478678461793397,107.97,12.0,2,2,4,0.6,0.4,2,4,4,0,3,1,7,0.06460499857712902,0.6701850796978983
S000298,10,14.317142857142859,2.0,16.455500310722567,100.22000000000001,14.0,2,1,3,0.1,0.9,4,3,3,0,3,1,8,0.05728853268019593,1.148554214528447
S000299,10,14.336875,2.25,13.243583604766068,114.695,18.0,2,0,2,0.1,0.9,3,4,3,0,4,1,5,0.07020705096050325,0.9230988354443785
S000300,10,15.129999999999999,2.75,14.099070891374366,60.519999999999996,11.0,1,5,6,0.5,0.5,4,2,4,0,1,1,5,0.06622924067276677,0.9312464261145552
S000301,10,7.188888888888887,1.4444444444444444,7.024482978206375,64.69999999999999,13.0,1,0,1,0.2,0.8,7,1,2,0,2,2,4,0.12461862062838085,0.9757732181487482
S000302,10,24.242,1.8,21.392086620991417,121.21000000000001,9.0,1,4,5,0.5,0.5,1,4,5,0,2,2,6,0.04465863395966645,0.8820751534302909
S000303,10,18.596666666666668,2.3333333333333335,17.757279821714437,111.58000000000001,14.0,2,2,4,0.2,0.8,0,4,6,0,3,1,7,0.05331263432144069,0.9543504024568847
S000304,10,12.684999999999999,1.6,14.16421370920391,63.42499999999999,8.0,3,2,5,0.3,0.7,7,1,2,0,3,0,6,0.06594473140358413,1.1157316824894772
S000305,10,12.340000000000002,2.142857142857143,11.428896126339879,86.38,15.0,0,2,2,0.4,0.6,3,2,5,0,2,1,6,0.08045766814968827,0.9254166903918929
S000306,10,21.1075,1.75,14.380115984034541,168.86,14.0,0,2,2,0.3,0.7,2,4,4,0,4,3,6,0.06501901552875534,0.6809573095316462
S000307,10,14.090833333333334,2.0,11.587930107084123,84.545,12.0,0,3,3,0.2,0.8,2,2,6,0,4,1,6,0.07944117829485159,0.8217904455115506
S000308,10,26.212,2.0,14.412635775596359,131.06,10.0,0,5,5,0.0,1.0,4,3,3,0,3,1,4,0.06488182907581277,0.5496390731292944
S000309,10,16.526,2.0,13.345751383867452,82.63,10.0,2,2,4,0.6,0.4,6,2,2,0,3,0,7,0.06970704937244014,0.8070725316804215
S000310,10,4.624285714285714,2.2857142857142856,5.8277092616306145,32.37,16.0,0,3,3,0.3,0.7,3,4,3,0,2,0,5,0.1464620067552755,1.257520494186631
S000311,10,14.500714285714285,2.142857142857143,10.026608943444534,101.505,15.0,0,3,3,0.4,0.6,5,3,2,0,2,2,5,0.090689712959714,0.6909796958317671
S000312,10,11.183333333333332,2.6666666666666665,15.354720229731745,33.55,8.0,3,3,6,0.2,0.8,2,6,2,0,2,0,5,0.061144427171677895,1.3717736953304123
S000313,10,20.16,2.25,19.590194826324044,80.64,9.0,4,1,5,0.4,0.6,3,4,3,0,2,0,6,0.04856680611499243,0.9712540816224117
S000314,10,28.483333333333334,1.5,16.071232269700623,170.9,9.0,4,0,4,0.4,0.6,2,3,5,0,4,1,5,0.058578079438054355,0.5640348246268351
S000315,10,7.07142857142857,2.0,5.736472285796759,49.49999999999999,14.0,1,2,3,0.0,1.0,3,3,4,0,1,2,7,0.1484456489353351,0.8100727456239121
S000316,10,11.182500000000001,2.0,10.65558187055029,44.730000000000004,8.0,2,4,6,0.3,0.7,5,4,1,0,2,0,5,0.08579580248384353,0.952028757699378
S000317,10,13.159999999999998,1.5,14.05268230623606,78.96,9.0,1,3,4,0.2,0.8,5,2,3,0,2,1,8,0.0664333425535539,1.0670221948546743
S000318,10,12.834285714285715,1.4285714285714286,10.978906832562851,89.84,10.0,3,0,3,0.2,0.8,4,1,5,0,3,1,5,0.08348007159398309,0.8547697456116111
S000319,10,10.5,1.8333333333333333,12.806646711766511,63.0,11.0,2,2,4,0.4,0.6,4,4,2,0,1,2,5,0.07242888305005768,1.2185201438407718
S000320,10,30.18285714285714,2.142857142857143,19.92766813108993,211.27999999999997,15.0,2,0,2,0.6,0.4,2,3,5,0,4,2,6,0.04778363235387942,0.6600126658037829
S000321,10,18.508333333333336,2.0,16.243406559791165,111.05000000000001,12.0,2,1,3,0.5,0.5,1,4,5,0,4,1,8,0.057993181134627904,0.8771527257559802
S000322,10,15.96142857142857,2.7142857142857144,14.729635013096814,111.72999999999999,19.0,2,1,3,0.6,0.4,5,2,3,0,5,1,7,0.06357426597421871,0.9222490616429133
S000323,10,12.65142857142857,2.0,13.25212112402065,88.55999999999999,14.0,2,1,3,0.1,0.9,7,2,1,0,3,1,7,0.07016499448033676,1.0466529151319481
S000324,10,11.35125,1.5,13.91967306420254,90.81,12.0,0,2,2,0.3,0.7,2,5,3,0,2,1,6,0.06702559739055852,1.2251885192388636
S000325,10,9.85125,2.625,11.039796112894736,78.81,21.0,2,0,2,0.2,0.8,4,2,4,0,4,0,5,0.08305788491957854,1.119512852112535
S000326,10,20.411,2.2,13.493444045988488,204.11,22.0,0,0,0,0.3,0.7,5,1,4,0,6,2,6,0.06899671305363622,0.6607631382394832
S000327,10,18.9485,2.3,17.732942046121707,189.48499999999999,23.0,0,0,0,0.1,0.9,3,4,3,0,7,0,5,0.05338189791747264,0.9353557531514469
S000328,10,26.39428571428571,2.4285714285714284,18.057761818806945,184.76,17.0,0,2,2,0.1,0.9,5,5,0,0,5,0,5,0.05247205886544142,0.6838951075672165
S000329,10,16.266666666666666,1.6666666666666667,11.433262730588616,97.6,10.0,4,0,4,0.3,0.7,7,1,2,0,5,1,5,0.08042941114240075,0.7024326887521165
S000330,10,23.67142857142857,2.2857142857142856,22.652986137645982,165.7,16.0,3,0,3,0.2,0.8,2,3,5,0,3,1,6,0.04227795992356351,0.9565717739248469
S000331,10,11.374285714285715,2.0714285714285716,12.153077603557678,79.62,14.5,1,1,2,0.1,0.9,4,2,4,0,2,1,6,0.07602783395191992,1.067530972831017
S000332,10,11.2225,2.25,10.79309666936629,89.78,18.0,0,1,1,0.2,0.8,2,4,4,0,4,1,6,0.08479537037948623,0.9608810745040098
S000333,10,5.276,2.4,4.086475253809816,26.38,12.0,2,3,5,0.1,0.9,2,3,5,0,1,0,5,0.19659979653906523,0.7730751520639078
S000334,10,13.624285714285715,2.142857142857143,18.356279449771275,95.37,15.0,2,1,3,0.1,0.9,4,3,3,0,2,1,6,0.05166282097729358,1.346332315050282
